station, Month Year,Total ETo (in),Total Precip (in),Avg Sol Rad (Ly/day),Avg Vap Pres (mBars),Avg Max Air Temp (°F),Avg Min Air Temp (°F),Avg Air Temp (°F),Avg Max Rel Hum (%),Avg Min Rel Hum (%),Avg Rel Hum (%),Avg Dew Point (°F),Avg Wind Speed (mph),Avg Soil Temp (°F)
174,Aug 2015,6.01,6.01,,0.00,0.00,,569,569,,20.5,20.5,,84.2 K,84.2,K,64.2 K,64.2,K,72.9 K,72.9,K,97,97,,53,53,,74 K,74,K,64.1 K,64.1,K,2.9 K,2.9,K,78.2,78.2,
174,Sep 2015,5.18 K,5.18,K,0.98 L,0.98,L,516 L,516,L,20.5 L,20.5,L,86.4 L,86.4,L,64.3 L,64.3,L,74.0 L,74.0,L,96 L,96,L,47 L,47,L,72 L,72,L,64.1 L,64.1,L,2.7 L,2.7,L,77.8 L,77.8,L
174,Oct 2015,3.82 K,3.82,K,0.36 K,0.36,K,377,377,,18.9,18.9,,84.4 K,84.4,K,60.7 K,60.7,K,71.2 K,71.2,K,98,98,,46,46,,74 L,74,L,61.6 L,61.6,L,2.5,2.5,,74.0 K,74.0,K
174,Nov 2015,2.81,2.81,,0.02,0.02,,333 K,333,K,9.8,9.8,,73.9,73.9,,43.9,43.9,,57.6,57.6,,94,94,,29,29,,60,60,,43.2,43.2,,2.5 K,2.5,K,61.9,61.9,
174,Tots/Avgs,47.04,47.04,,4.8,4.8,,455,455,,15.1,15.1,,76.3,76.3,,53.9,53.9,,64.1,64.1,,96,96,,47,47,,71,71,,54.0,54.0,,2.7,2.7,,69.4,69.4,
159,Dec 2014,1.44,1.44,,5.63 K,5.63,K,162,162,,10.3 K,10.3,K,66.7,66.7,,47.5 K,47.5,K,56.0 K,56.0,K,83,83,,43,43,,65 K,65,K,43.8 K,43.8,K,2.9 K,2.9,K,57.2 K,57.2,K
159,Jan 2015,2.14 K,2.14,K,1.03 K,1.03,K,210,210,,9.0 K,9.0,K,71.7,71.7,,47.7 K,47.7,K,58.1 K,58.1,K,75,75,,34,34,,55 K,55,K,40.6 K,40.6,K,2.9,2.9,,56.6,56.6,
159,Feb 2015,2.56,2.56,,1.72 K,1.72,K,286,286,,10.7 K,10.7,K,74.8 K,74.8,K,48.7,48.7,,60.5 K,60.5,K,82,82,,37,37,,61 K,61,K,45.7 K,45.7,K,3.0,3.0,,61.0 K,61.0,K
159,Mar 2015,4.44 K,4.44,K,0.42 K,0.42,K,386,386,,10.2,10.2,,80.9 K,80.9,K,52.1 K,52.1,K,65.4 K,65.4,K,74,74,,28,28,,51 L,51,L,44.7 L,44.7,L,3.4,3.4,,65.1 K,65.1,K
159,Apr 2015,4.58,4.58,,0.52 K,0.52,K,412,412,,9.7 K,9.7,K,77.6 K,77.6,K,51.4,51.4,,63.7 K,63.7,K,76,76,,31,31,,50 K,50,K,42.9 K,42.9,K,3.6,3.6,,69.4 L,69.4,L
159,May 2015,3.63,3.63,,0.91 K,0.91,K,349,349,,12.6,12.6,,73.2,73.2,,53.6,53.6,,62.7,62.7,,84,84,,48,48,,66,66,,50.6,50.6,,3.5 K,3.5,K,70.1 K,70.1,K
159,Jun 2015,5.18 K,5.18,K,0.02,0.02,,456,456,,16.5 K,16.5,K,86.5 K,86.5,K,60.7 L,60.7,L,72.5 K,72.5,K,84,84,,41,41,,63 L,63,L,58.0 L,58.0,L,3.8,3.8,,77.4 L,77.4,L
159,Jul 2015,6.33 K,6.33,K,0.35 K,0.35,K,555,555,,18.4 K,18.4,K,87.1,87.1,,64.3 K,64.3,K,73.9,73.9,,84,84,,44,44,,64 K,64,K,61.1 K,61.1,K,3.8 K,3.8,K,82.5 L,82.5,L
159,Aug 2015,6.80,6.80,,0.00,0.00,,552,552,,17.8,17.8,,92.1 K,92.1,K,65.0,65.0,,77.0 K,77.0,K,79,79,,36,36,,57 K,57,K,60.0 K,60.0,K,3.7 K,3.7,K,84.0 L,84.0,L
159,Sep 2015,5.10 K,5.10,K,1.19 K,1.19,K,429,429,,18.0 K,18.0,K,92.0,92.0,,65.9 K,65.9,K,77.4 K,77.4,K,79,79,,36,36,,57 K,57,K,60.4 K,60.4,K,3.4 K,3.4,K,82.9 L,82.9,L
159,Oct 2015,3.41 K,3.41,K,0.05,0.05,,278,278,,15.3 K,15.3,K,86.0 K,86.0,K,62.3 K,62.3,K,72.9 K,72.9,K,78,78,,37,37,,59 L,59,L,55.2 L,55.2,L,3.2 K,3.2,K,75.6 L,75.6,L
159,Nov 2015,2.85,2.85,,0.10 K,0.10,K,270,270,,7.0 K,7.0,K,73.7,73.7,,46.9,46.9,,59.0,59.0,,65,65,,22,22,,42 K,42,K,34.1 K,34.1,K,3.3 K,3.3,K,60.7 L,60.7,L
159,Tots/Avgs,47.02,47.02,,6.3,6.3,,380,380,,13.2,13.2,,81.4,81.4,,56.2,56.2,,67.6,67.6,,78,78,,36,36,,57,57,,50.3,50.3,,3.4,3.4,,71.4,71.4,
99,Dec 2014,1.84,1.84,,3.46 K,3.46,K,209,209,,11.6 K,11.6,K,66.1,66.1,,51.6 K,51.6,K,58.1 K,58.1,K,82,82,,56,56,,69 K,69,K,47.0 K,47.0,K,3.7 K,3.7,K,58.7,58.7,
99,Tots/Avgs,1.84,1.84,,3.5,3.5,,209,209,,11.6,11.6,,66.1,66.1,,51.6,51.6,,58.1,58.1,,82,82,,56,56,,69,69,,47.0,47.0,,3.7,3.7,,58.7,58.7,
99,Jan 2015,2.58,2.58,,1.47 K,1.47,K,258,258,,10.1,10.1,,71.0 K,71.0,K,52.2 K,52.2,K,60.7 K,60.7,K,74,74,,43,43,,58 K,58,K,43.9 K,43.9,K,3.5,3.5,,57.5,57.5,
99,Feb 2015,2.87 K,2.87,K,0.65 K,0.65,K,349,349,,12.0 K,12.0,K,70.3 K,70.3,K,52.8 K,52.8,K,60.8 K,60.8,K,82,82,,55,55,,72 L,72,L,50.1 L,50.1,L,3.6,3.6,,61.3,61.3,
99,Mar 2015,4.61 K,4.61,K,1.50 K,1.50,K,467,467,,12.2,12.2,,74.4 K,74.4,K,55.0 K,55.0,K,63.0 L,63.0,L,77,77,,48,48,,68 L,68,L,50.1 L,50.1,L,3.9,3.9,,63.2,63.2,
99,Apr 2015,5.30,5.30,,0.28,0.28,,565,565,,11.9 K,11.9,K,70.7 K,70.7,K,53.1,53.1,,61.6 K,61.6,K,84,84,,48,48,,65 K,65,K,48.6 K,48.6,K,4.2,4.2,,64.1,64.1,
99,May 2015,4.93,4.93,,0.52 K,0.52,K,543,543,,13.8,13.8,,67.3,67.3,,54.0,54.0,,60.0,60.0,,86,86,,67,67,,78,78,,53.0,53.0,,4.0,4.0,,65.6,65.6,
99,Jun 2015,5.16 K,5.16,K,0.07 K,0.07,K,556,556,,17.4,17.4,,72.7 L,72.7,L,59.4,59.4,,65.2 L,65.2,L,88,88,,72,72,,82 L,82,L,59.4 L,59.4,L,3.8,3.8,,69.6,69.6,
99,Jul 2015,5.59 K,5.59,K,0.18 K,0.18,K,567,567,,19.6 K,19.6,K,76.5 K,76.5,K,63.4 K,63.4,K,68.9 K,68.9,K,88,88,,71,71,,81 L,81,L,62.6 L,62.6,L,4.0,4.0,,73.3,73.3,
99,Aug 2015,5.94 K,5.94,K,0.00,0.00,,570,570,,20.3 K,20.3,K,80.3 K,80.3,K,64.8 K,64.8,K,71.6 K,71.6,K,87,87,,65,65,,77 K,77,K,63.9 K,63.9,K,3.7 K,3.7,K,75.8,75.8,
99,Sep 2015,4.97 K,4.97,K,2.03 K,2.03,K,489,489,,20.5 K,20.5,K,82.8 K,82.8,K,66.3 K,66.3,K,73.4 K,73.4,K,85,85,,60,60,,74 L,74,L,64.0 L,64.0,L,3.6,3.6,,75.8 K,75.8,K
99,Oct 2015,4.10 K,4.10,K,0.00,0.00,,382,382,,17.7 K,17.7,K,82.1 K,82.1,K,63.7 L,63.7,L,71.9 L,71.9,L,82,82,,52,52,,69 L,69,L,59.3 L,59.3,L,3.8 K,3.8,K,70.3 K,70.3,K
99,Nov 2015,3.24 K,3.24,K,0.09,0.09,,321,321,,8.6,8.6,,72.2 K,72.2,K,52.0 K,52.0,K,61.6 K,61.6,K,71,71,,32,32,,47 K,47,K,39.5 K,39.5,K,4.0 K,4.0,K,59.3,59.3,
99,Tots/Avgs,49.29,49.29,,6.8,6.8,,461,461,,14.9,14.9,,74.6,74.6,,57.9,57.9,,65.3,65.3,,82,82,,56,56,,70,70,,54.0,54.0,,3.8,3.8,,66.9,66.9,
